slot_id,service_date,split,slot_in_day,type_id,observed_count,mean_value
2016-11-20-41,2016-11-20,train,41,16,10.0,0.23006134969325154
2016-11-20-41,2016-11-20,train,41,17,5.0,0.26080436264485346
2016-11-20-41,2016-11-20,train,41,18,2.0,0.2566462167689162
2016-11-20-41,2016-11-20,train,41,19,15.0,0.30306748466257666
2016-11-20-41,2016-11-20,train,41,20,9.0,0.29682647883056884
2016-11-20-41,2016-11-20,train,41,21,1.0,0.24539877300613497
2016-11-20-41,2016-11-20,train,41,22,3.0,0.2097250624857987
2016-11-20-41,2016-11-20,train,41,23,14.0,0.3175576979257961
2016-11-20-41,2016-11-20,train,41,24,3.0,0.3144739831856396
2016-11-20-41,2016-11-20,train,41,25,23.0,0.3255090246287899
2016-11-20-41,2016-11-20,train,41,26,19.0,0.28931223764933806
2016-11-20-41,2016-11-20,train,41,27,22.0,0.2904505174443825
2016-11-20-41,2016-11-20,train,41,28,27.0,0.3831452447676033
2016-11-20-41,2016-11-20,train,41,29,24.0,0.3485571461031584
2016-11-20-42,2016-11-20,train,42,0,3.0,0.19268348102703933
2016-11-20-42,2016-11-20,train,42,1,5.0,0.3057941376959782
2016-11-20-42,2016-11-20,train,42,2,3.0,0.15860031810952055
2016-11-20-42,2016-11-20,train,42,3,5.0,0.1608725289706885
2016-11-20-42,2016-11-20,train,42,4,4.0,0.1547375596455351
2016-11-20-42,2016-11-20,train,42,5,5.0,0.17041581458759375
2016-11-20-42,2016-11-20,train,42,6,8.0,0.2318507157464213
2016-11-20-42,2016-11-20,train,42,7,11.0,0.2498605688789738
2016-11-20-42,2016-11-20,train,42,8,6.0,0.26823449216087253
2016-11-20-42,2016-11-20,train,42,9,4.0,0.29089979550102246
2016-11-20-42,2016-11-20,train,42,10,4.0,0.1497955010224949
2016-11-20-42,2016-11-20,train,42,11,9.0,0.17246080436264485
2016-11-20-42,2016-11-20,train,42,12,8.0,0.3399795501022495
2016-11-20-42,2016-11-20,train,42,13,4.0,0.2223926380368098
2016-11-20-42,2016-11-20,train,42,14,18.0,0.29243353783231085
2016-11-20-42,2016-11-20,train,42,15,5.0,0.2783912747102931
2016-11-20-42,2016-11-20,train,42,16,13.0,0.30638141681086467
2016-11-20-42,2016-11-20,train,42,17,3.0,0.18632129061576916
2016-11-20-42,2016-11-20,train,42,18,2.0,0.1901840490797546
2016-11-20-42,2016-11-20,train,42,19,21.0,0.3274580452494563
2016-11-20-42,2016-11-20,train,42,20,12.0,0.26380368098159507
2016-11-20-42,2016-11-20,train,42,21,2.0,0.12440354464894342
2016-11-20-42,2016-11-20,train,42,22,4.0,0.21864349011588274
2016-11-20-42,2016-11-20,train,42,23,15.0,0.25885026130424904
2016-11-20-42,2016-11-20,train,42,24,5.0,0.14410361281526926
2016-11-20-42,2016-11-20,train,42,25,21.0,0.2275132275132275
2016-11-20-42,2016-11-20,train,42,26,21.0,0.285130002921414
2016-11-20-42,2016-11-20,train,42,27,23.0,0.25153374233128833
2016-11-20-42,2016-11-20,train,42,28,31.0,0.3342348879653451
2016-11-20-42,2016-11-20,train,42,29,25.0,0.3538650306748466
2016-11-20-43,2016-11-20,train,43,0,6.0,0.18268575323790048
2016-11-20-43,2016-11-20,train,43,1,7.0,0.2580582335183562
2016-11-20-43,2016-11-20,train,43,2,5.0,0.22194955691888207
2016-11-20-43,2016-11-20,train,43,3,2.0,0.16768916155419222
2016-11-20-43,2016-11-20,train,43,4,9.0,0.17617208210255245
2016-11-20-43,2016-11-20,train,43,5,5.0,0.3104294478527607
2016-11-20-43,2016-11-20,train,43,6,3.0,0.22858441263349238
2016-11-20-43,2016-11-20,train,43,7,8.0,0.2791411042944785
2016-11-20-43,2016-11-20,train,43,8,4.0,0.14740967961826856
2016-11-20-43,2016-11-20,train,43,9,4.0,0.299079754601227
2016-11-20-43,2016-11-20,train,43,10,4.0,0.4493865030674846
2016-11-20-43,2016-11-20,train,43,11,10.0,0.26155419222903886
2016-11-20-43,2016-11-20,train,43,12,4.0,0.17263122017723245
2016-11-20-43,2016-11-20,train,43,13,8.0,0.1687968643490116
2016-11-20-43,2016-11-20,train,43,14,11.0,0.3597942616347524
2016-11-20-43,2016-11-20,train,43,15,7.0,0.25085207907293794
2016-11-20-43,2016-11-20,train,43,16,12.0,0.2144399000227221
2016-11-20-43,2016-11-20,train,43,17,7.0,0.267211997273347
2016-11-20-43,2016-11-20,train,43,18,1.0,0.125426039536469
2016-11-20-43,2016-11-20,train,43,19,16.0,0.3255368098159509
2016-11-20-43,2016-11-20,train,43,20,12.0,0.353044762553965
2016-11-20-43,2016-11-20,train,43,21,4.0,0.16257668711656442
2016-11-20-43,2016-11-20,train,43,22,0.0,0.0
2016-11-20-43,2016-11-20,train,43,23,25.0,0.3292160872528971
2016-11-20-43,2016-11-20,train,43,24,3.0,0.18609406952965235
2016-11-20-43,2016-11-20,train,43,25,21.0,0.2991852501054955
2016-11-20-43,2016-11-20,train,43,26,25.0,0.2930879345603272
2016-11-20-43,2016-11-20,train,43,27,26.0,0.22612867704892248
2016-11-20-43,2016-11-20,train,43,28,32.0,0.33459014996591685
2016-11-20-43,2016-11-20,train,43,29,19.0,0.375452947296667
2016-11-20-44,2016-11-20,train,44,0,1.0,0.1445126107702795
2016-11-20-44,2016-11-20,train,44,1,3.0,0.23471938195864575
2016-11-20-44,2016-11-20,train,44,2,5.0,0.16987048398091345
2016-11-20-44,2016-11-20,train,44,3,3.0,0.20313565098841171
2016-11-20-44,2016-11-20,train,44,4,8.0,0.2145535105657805
2016-11-20-44,2016-11-20,train,44,5,3.0,0.14473983185639627
2016-11-20-44,2016-11-20,train,44,6,1.0,0.25357873210633947
2016-11-20-44,2016-11-20,train,44,7,9.0,0.208285995607059
2016-11-20-44,2016-11-20,train,44,8,5.0,0.23012951601908654
2016-11-20-44,2016-11-20,train,44,9,4.0,0.19120654396728015
2016-11-20-44,2016-11-20,train,44,10,11.0,0.17376216149222284
2016-11-20-44,2016-11-20,train,44,11,5.0,0.21949556918882074
2016-11-20-44,2016-11-20,train,44,12,6.0,0.1962054078618496
2016-11-20-44,2016-11-20,train,44,13,7.0,0.17888791508423413
2016-11-20-44,2016-11-20,train,44,14,20.0,0.25841854124062713
2016-11-20-44,2016-11-20,train,44,15,9.0,0.2544118760887677
2016-11-20-44,2016-11-20,train,44,16,17.0,0.2541000040097839
2016-11-20-44,2016-11-20,train,44,17,3.0,0.20222676664394457
2016-11-20-44,2016-11-20,train,44,18,5.0,0.19318336741649628
2016-11-20-44,2016-11-20,train,44,19,19.0,0.2531840849567682
2016-11-20-44,2016-11-20,train,44,20,5.0,0.39168370824812543
2016-11-20-44,2016-11-20,train,44,21,6.0,0.1818904794364917
2016-11-20-44,2016-11-20,train,44,22,2.0,0.21813224267211997
2016-11-20-44,2016-11-20,train,44,23,18.0,0.25543437097629323
2016-11-20-44,2016-11-20,train,44,24,6.0,0.16462167689161555
2016-11-20-44,2016-11-20,train,44,25,22.0,0.3218689967156225
2016-11-20-44,2016-11-20,train,44,26,21.0,0.3002888953809199
2016-11-20-44,2016-11-20,train,44,27,25.0,0.22505794137695978
2016-11-20-44,2016-11-20,train,44,28,28.0,0.3453598208199435
2016-11-20-44,2016-11-20,train,44,29,23.0,0.3443288580658546
2016-11-20-45,2016-11-20,train,45,0,2.0,0.2058623040218132
2016-11-20-45,2016-11-20,train,45,1,9.0,0.26516700749829586
2016-11-20-45,2016-11-20,train,45,2,3.0,0.2351738241308793
2016-11-20-45,2016-11-20,train,45,3,1.0,0.2208588957055215
2016-11-20-45,2016-11-20,train,45,4,4.0,0.32327880027266526
2016-11-20-45,2016-11-20,train,45,5,2.0,0.18029993183367415
2016-11-20-45,2016-11-20,train,45,6,6.0,0.2311974551238355
2016-11-20-45,2016-11-20,train,45,7,8.0,0.2036468984321745
2016-11-20-45,2016-11-20,train,45,8,4.0,0.24778459441036127
2016-11-20-45,2016-11-20,train,45,9,3.0,0.27539195637355146
2016-11-20-45,2016-11-20,train,45,10,4.0,0.33674164962508524
2016-11-20-45,2016-11-20,train,45,11,6.0,0.15030674846625766
2016-11-20-45,2016-11-20,train,45,12,5.0,0.27321063394683026
2016-11-20-45,2016-11-20,train,45,13,6.0,0.27016587139286524
2016-11-20-45,2016-11-20,train,45,14,18.0,0.30315079906081954
2016-11-20-45,2016-11-20,train,45,15,4.0,0.18762781186094069
2016-11-20-45,2016-11-20,train,45,16,19.0,0.28335665339217164
2016-11-20-45,2016-11-20,train,45,17,2.0,0.7082481254260395
2016-11-20-45,2016-11-20,train,45,18,1.0,0.125426039536469
2016-11-20-45,2016-11-20,train,45,19,31.0,0.3503529256547266
2016-11-20-45,2016-11-20,train,45,20,9.0,0.254033174278573
2016-11-20-45,2016-11-20,train,45,21,6.0,0.20188593501476937
2016-11-20-45,2016-11-20,train,45,22,2.0,0.3179959100204499
2016-11-20-45,2016-11-20,train,45,23,17.0,0.36180279882914307
2016-11-20-45,2016-11-20,train,45,24,8.0,0.23559986366734834
2016-11-20-45,2016-11-20,train,45,25,17.0,0.34432014114439236
2016-11-20-45,2016-11-20,train,45,26,17.0,0.32026143790849676
2016-11-20-45,2016-11-20,train,45,27,29.0,0.2598312295794843
2016-11-20-45,2016-11-20,train,45,28,34.0,0.37246882393039016
2016-11-20-45,2016-11-20,train,45,29,23.0,0.3204706440235915
2016-11-20-46,2016-11-20,train,46,0,2.0,0.3725289706884799
2016-11-20-46,2016-11-20,train,46,1,4.0,0.29805725971370145
2016-11-20-46,2016-11-20,train,46,2,5.0,0.24117246080436266
2016-11-20-46,2016-11-20,train,46,3,5.0,0.3674164962508521
2016-11-20-46,2016-11-20,train,46,4,3.0,0.3955919109293342
2016-11-20-46,2016-11-20,train,46,5,3.0,0.184276300840718
2016-11-20-46,2016-11-20,train,46,6,9.0,0.36226615163220477
2016-11-20-46,2016-11-20,train,46,7,7.0,0.3312883435582822
2016-11-20-46,2016-11-20,train,46,8,6.0,0.20608952510793
2016-11-20-46,2016-11-20,train,46,9,4.0,0.26295160190865713
2016-11-20-46,2016-11-20,train,46,10,5.0,0.18500340831629175
2016-11-20-46,2016-11-20,train,46,11,9.0,0.21373930167386201
2016-11-20-46,2016-11-20,train,46,12,7.0,0.16272275781478235
2016-11-20-46,2016-11-20,train,46,13,4.0,0.26823449216087253
2016-11-20-46,2016-11-20,train,46,14,24.0,0.33287889116109975
2016-11-20-46,2016-11-20,train,46,15,6.0,0.3026584867075665
2016-11-20-46,2016-11-20,train,46,16,15.0,0.2678027720972506
2016-11-20-46,2016-11-20,train,46,17,4.0,0.3611111111111111
2016-11-20-46,2016-11-20,train,46,18,9.0,0.19063849125198817
2016-11-20-46,2016-11-20,train,46,19,23.0,0.4057674639163036
2016-11-20-46,2016-11-20,train,46,20,6.0,0.2714155873665076
2016-11-20-46,2016-11-20,train,46,21,2.0,0.17314246762099522
2016-11-20-46,2016-11-20,train,46,22,1.0,0.14792092706203136
2016-11-20-46,2016-11-20,train,46,23,13.0,0.37685491059724185
2016-11-20-46,2016-11-20,train,46,24,3.0,0.5930470347648262
2016-11-20-46,2016-11-20,train,46,25,28.0,0.3186045379296913
2016-11-20-46,2016-11-20,train,46,26,14.0,0.4282792871749927
2016-11-20-46,2016-11-20,train,46,27,23.0,0.37995317269790463
2016-11-20-46,2016-11-20,train,46,28,37.0,0.38125241806223403
2016-11-20-46,2016-11-20,train,46,29,19.0,0.4511893230007534
2016-11-20-47,2016-11-20,train,47,0,3.0,0.3610543058395819
2016-11-20-47,2016-11-20,train,47,1,4.0,0.37661895023858216
2016-11-20-47,2016-11-20,train,47,2,6.0,0.21586003181095206
2016-11-20-47,2016-11-20,train,47,3,3.0,0.19904567143830945
2016-11-20-47,2016-11-20,train,47,4,1.0,0.16155419222903886
2016-11-20-47,2016-11-20,train,47,5,3.0,0.1413315155646444
2016-11-20-47,2016-11-20,train,47,6,3.0,0.20813451488298118
2016-11-20-47,2016-11-20,train,47,7,12.0,0.2745398773006135
2016-11-20-47,2016-11-20,train,47,8,5.0,0.1929107021131561
2016-11-20-47,2016-11-20,train,47,9,3.0,0.21586003181095206
2016-11-20-47,2016-11-20,train,47,10,7.0,0.3043139546207031
2016-11-20-47,2016-11-20,train,47,11,11.0,0.20245398773006135
2016-11-20-47,2016-11-20,train,47,12,4.0,0.2885139740967962
2016-11-20-47,2016-11-20,train,47,13,6.0,0.2010906612133606
2016-11-20-47,2016-11-20,train,47,14,19.0,0.321745057941377
2016-11-20-47,2016-11-20,train,47,15,6.0,0.23028857077936835
2016-11-20-47,2016-11-20,train,47,16,9.0,0.3711277739907597
2016-11-20-47,2016-11-20,train,47,17,6.0,0.21415587366507613
2016-11-20-47,2016-11-20,train,47,18,4.0,0.3186775732788003
2016-11-20-47,2016-11-20,train,47,19,24.0,0.413741195182913
2016-11-20-47,2016-11-20,train,47,20,12.0,0.3079981822313111
2016-11-20-47,2016-11-20,train,47,21,3.0,0.23221995001136106
2016-11-20-47,2016-11-20,train,47,22,2.0,0.3104976141785958
2016-11-20-47,2016-11-20,train,47,23,16.0,0.3021046353101568
2016-11-20-47,2016-11-20,train,47,24,6.0,0.25937286980231766
2016-11-20-47,2016-11-20,train,47,25,19.0,0.3052416316865784
2016-11-20-47,2016-11-20,train,47,26,13.0,0.2864034397776729
2016-11-20-47,2016-11-20,train,47,27,28.0,0.3561203622553316
2016-11-20-47,2016-11-20,train,47,28,30.0,0.32431265621449673
2016-11-20-47,2016-11-20,train,47,29,32.0,0.4628067484662577
2016-11-21-00,2016-11-21,validation,0,0,3.0,0.2588048170870257
2016-11-21-00,2016-11-21,validation,0,1,4.0,0.29141104294478526
2016-11-21-00,2016-11-21,validation,0,2,2.0,0.22051806407634628
2016-11-21-00,2016-11-21,validation,0,3,3.0,0.5912292660758919
2016-11-21-00,2016-11-21,validation,0,4,3.0,0.48193592365371507
2016-11-21-00,2016-11-21,validation,0,5,4.0,0.2528970688479891
2016-11-21-00,2016-11-21,validation,0,6,0.0,0.0
2016-11-21-00,2016-11-21,validation,0,7,10.0,0.24369461486025906
2016-11-21-00,2016-11-21,validation,0,8,6.0,0.25414678482163144
2016-11-21-00,2016-11-21,validation,0,9,3.0,0.15882753919563733
2016-11-21-00,2016-11-21,validation,0,10,1.0,0.15541922290388546
2016-11-21-00,2016-11-21,validation,0,11,7.0,0.3202843509591976
2016-11-21-00,2016-11-21,validation,0,12,4.0,0.29277436946148605
2016-11-21-00,2016-11-21,validation,0,13,7.0,0.2131658389327101
2016-11-21-00,2016-11-21,validation,0,14,23.0,0.34711478616519964
2016-11-21-00,2016-11-21,validation,0,15,5.0,0.2820722563053851
2016-11-21-00,2016-11-21,validation,0,16,15.0,0.2883435582822086
2016-11-21-00,2016-11-21,validation,0,17,5.0,0.4413087934560327
2016-11-21-00,2016-11-21,validation,0,18,3.0,0.1790502158600318
2016-11-21-00,2016-11-21,validation,0,19,17.0,0.45699506796583667
2016-11-21-00,2016-11-21,validation,0,20,8.0,0.3415985003408316
2016-11-21-00,2016-11-21,validation,0,21,5.0,0.22290388548057258
2016-11-21-00,2016-11-21,validation,0,22,1.0,0.14519427402862986
2016-11-21-00,2016-11-21,validation,0,23,20.0,0.3120313565098841
2016-11-21-00,2016-11-21,validation,0,24,4.0,0.4241649625085208
2016-11-21-00,2016-11-21,validation,0,25,23.0,0.3657567944044338
2016-11-21-00,2016-11-21,validation,0,26,17.0,0.31135971771121534
2016-11-21-00,2016-11-21,validation,0,27,26.0,0.35092548896229875
2016-11-21-00,2016-11-21,validation,0,28,44.0,0.4641197248559212
2016-11-21-00,2016-11-21,validation,0,29,27.0,0.5221793026837335
2016-11-21-01,2016-11-21,validation,1,0,4.0,0.18081117927743695
2016-11-21-01,2016-11-21,validation,1,1,1.0,0.18132242672119975
2016-11-21-01,2016-11-21,validation,1,2,2.0,0.18950238582140422
2016-11-21-01,2016-11-21,validation,1,3,4.0,0.3694614860259032
2016-11-21-01,2016-11-21,validation,1,4,4.0,0.19342194955691888
2016-11-21-01,2016-11-21,validation,1,5,1.0,0.12474437627811862
2016-11-21-01,2016-11-21,validation,1,6,5.0,0.269120654396728
2016-11-21-01,2016-11-21,validation,1,7,3.0,0.26062258577596004
2016-11-21-01,2016-11-21,validation,1,8,3.0,0.30583958191320154
2016-11-21-01,2016-11-21,validation,1,9,5.0,0.27430129516019086
2016-11-21-01,2016-11-21,validation,1,10,4.0,0.22631220177232447
2016-11-21-01,2016-11-21,validation,1,11,8.0,0.23193592365371507
2016-11-21-01,2016-11-21,validation,1,12,1.0,0.22972051806407637
2016-11-21-01,2016-11-21,validation,1,13,9.0,0.2026054684541392
2016-11-21-01,2016-11-21,validation,1,14,18.0,0.2566840869499356
2016-11-21-01,2016-11-21,validation,1,15,7.0,0.27802122894147435
2016-11-21-01,2016-11-21,validation,1,16,20.0,0.29955691888207225
2016-11-21-01,2016-11-21,validation,1,17,1.0,0.125426039536469
2016-11-21-01,2016-11-21,validation,1,18,5.0,0.2518064076346285
2016-11-21-01,2016-11-21,validation,1,19,31.0,0.5438573344767685
2016-11-21-01,2016-11-21,validation,1,20,15.0,0.26516700749829586
2016-11-21-01,2016-11-21,validation,1,21,6.0,0.2424448988866167
2016-11-21-01,2016-11-21,validation,1,22,2.0,0.5504430811179277
2016-11-21-01,2016-11-21,validation,1,23,14.0,0.4287661895023858
2016-11-21-01,2016-11-21,validation,1,24,2.0,0.22563053851397408
2016-11-21-01,2016-11-21,validation,1,25,25.0,0.41333333333333333
2016-11-21-01,2016-11-21,validation,1,26,8.0,0.37627811860940696
2016-11-21-01,2016-11-21,validation,1,27,36.0,0.30559342573657505
2016-11-21-01,2016-11-21,validation,1,28,29.0,0.38859506851891024
2016-11-21-01,2016-11-21,validation,1,29,27.0,0.47920927062031354
2016-11-21-02,2016-11-21,validation,2,0,1.0,0.12269938650306748
2016-11-21-02,2016-11-21,validation,2,1,4.0,0.26482617586912066
2016-11-21-02,2016-11-21,validation,2,2,3.0,0.19359236537150648
2016-11-21-02,2016-11-21,validation,2,3,2.0,0.20518064076346287
2016-11-21-02,2016-11-21,validation,2,4,3.0,0.2881163371960918
2016-11-21-02,2016-11-21,validation,2,5,1.0,0.12338104976141787
2016-11-21-02,2016-11-21,validation,2,6,8.0,0.2921779141104294
2016-11-21-02,2016-11-21,validation,2,7,6.0,0.3116337196091797
2016-11-21-02,2016-11-21,validation,2,8,4.0,0.2442058623040218
2016-11-21-02,2016-11-21,validation,2,9,2.0,0.25187457396046353
2016-11-21-02,2016-11-21,validation,2,10,1.0,0.23721881390593047
2016-11-21-02,2016-11-21,validation,2,11,12.0,0.28561690524880706
2016-11-21-02,2016-11-21,validation,2,12,5.0,0.19318336741649625
2016-11-21-02,2016-11-21,validation,2,13,9.0,0.2587290767249868
2016-11-21-02,2016-11-21,validation,2,14,21.0,0.32852923036972115
2016-11-21-02,2016-11-21,validation,2,15,4.0,0.20006816632583505
2016-11-21-02,2016-11-21,validation,2,16,22.0,0.3065935427898618
2016-11-21-02,2016-11-21,validation,2,17,2.0,0.19870483980913428
2016-11-21-02,2016-11-21,validation,2,18,5.0,0.36155419222903884
2016-11-21-02,2016-11-21,validation,2,19,24.0,0.4395307884571688
2016-11-21-02,2016-11-21,validation,2,20,10.0,0.2621676891615542
2016-11-21-02,2016-11-21,validation,2,21,5.0,0.2464894342194956
2016-11-21-02,2016-11-21,validation,2,22,7.0,0.16535203038270524
2016-11-21-02,2016-11-21,validation,2,23,16.0,0.35608384458077713
2016-11-21-02,2016-11-21,validation,2,24,4.0,0.23023176550783914
2016-11-21-02,2016-11-21,validation,2,25,23.0,0.3767819566699268
2016-11-21-02,2016-11-21,validation,2,26,12.0,0.27380140877073395
2016-11-21-02,2016-11-21,validation,2,27,29.0,0.4046494135345415
2016-11-21-02,2016-11-21,validation,2,28,27.0,0.3904920598853796
2016-11-21-02,2016-11-21,validation,2,29,28.0,0.45474242866880904
2016-11-21-03,2016-11-21,validation,3,0,4.0,0.2602249488752556
2016-11-21-03,2016-11-21,validation,3,1,1.0,0.2222222222222222
2016-11-21-03,2016-11-21,validation,3,2,2.0,0.35787321063394684
2016-11-21-03,2016-11-21,validation,3,3,3.0,0.3710520336287208
2016-11-21-03,2016-11-21,validation,3,4,1.0,0.29652351738241306
2016-11-21-03,2016-11-21,validation,3,5,1.0,0.2897068847989093
2016-11-21-03,2016-11-21,validation,3,6,3.0,0.3785503294705748
2016-11-21-03,2016-11-21,validation,3,7,7.0,0.19076833187262635
2016-11-21-03,2016-11-21,validation,3,8,6.0,0.1604180867984549
2016-11-21-03,2016-11-21,validation,3,9,5.0,0.16714383094751192
2016-11-21-03,2016-11-21,validation,3,10,3.0,0.32038173142467624
2016-11-21-03,2016-11-21,validation,3,11,5.0,0.2802999318336742
2016-11-21-03,2016-11-21,validation,3,12,3.0,0.1983640081799591
2016-11-21-03,2016-11-21,validation,3,13,13.0,0.3290860468774579
2016-11-21-03,2016-11-21,validation,3,14,13.0,0.3139321482879765
2016-11-21-03,2016-11-21,validation,3,15,5.0,0.26325835037491474
2016-11-21-03,2016-11-21,validation,3,16,14.0,0.33099620216184633
2016-11-21-03,2016-11-21,validation,3,17,2.0,0.25153374233128833
2016-11-21-03,2016-11-21,validation,3,18,6.0,0.2219950011361054
2016-11-21-03,2016-11-21,validation,3,19,27.0,0.484864550985887
2016-11-21-03,2016-11-21,validation,3,20,7.0,0.28240334988801247
2016-11-21-03,2016-11-21,validation,3,21,6.0,0.32822085889570557
2016-11-21-03,2016-11-21,validation,3,22,3.0,0.19995455578277666
2016-11-21-03,2016-11-21,validation,3,23,22.0,0.4059304703476483
2016-11-21-03,2016-11-21,validation,3,24,5.0,0.21158827539195638
2016-11-21-03,2016-11-21,validation,3,25,22.0,0.3869678378880833
2016-11-21-03,2016-11-21,validation,3,26,13.0,0.3904357401289916
2016-11-21-03,2016-11-21,validation,3,27,41.0,0.2798809583187856
2016-11-21-03,2016-11-21,validation,3,28,34.0,0.41934319740166004
2016-11-21-03,2016-11-21,validation,3,29,23.0,0.42150499392430574
2016-11-21-04,2016-11-21,validation,4,0,6.0,0.22540331742785732
2016-11-21-04,2016-11-21,validation,4,1,3.0,0.3128834355828221
2016-11-21-04,2016-11-21,validation,4,2,5.0,0.281799591002045
2016-11-21-04,2016-11-21,validation,4,3,2.0,0.18302658486707565
2016-11-21-04,2016-11-21,validation,4,4,5.0,0.3126107702794819
2016-11-21-04,2016-11-21,validation,4,5,2.0,0.43012951601908656
2016-11-21-04,2016-11-21,validation,4,6,3.0,0.13292433537832313
2016-11-21-04,2016-11-21,validation,4,7,8.0,0.37304021813224264
2016-11-21-04,2016-11-21,validation,4,8,8.0,0.21813224267211997
2016-11-21-04,2016-11-21,validation,4,9,5.0,0.26816632583503747
2016-11-21-04,2016-11-21,validation,4,10,4.0,0.33503749147920925
2016-11-21-04,2016-11-21,validation,4,11,8.0,0.2714723926380368
2016-11-21-04,2016-11-21,validation,4,12,5.0,0.25439672801635993
2016-11-21-04,2016-11-21,validation,4,13,9.0,0.21017950465803226
2016-11-21-04,2016-11-21,validation,4,14,16.0,0.32451431492842536
2016-11-21-04,2016-11-21,validation,4,15,8.0,0.21472392638036808
2016-11-21-04,2016-11-21,validation,4,16,14.0,0.3116174895316
2016-11-21-04,2016-11-21,validation,4,17,4.0,0.21404226312201774
2016-11-21-04,2016-11-21,validation,4,18,1.0,0.24199045671438307
2016-11-21-04,2016-11-21,validation,4,19,20.0,0.415439672801636
2016-11-21-04,2016-11-21,validation,4,20,13.0,0.3380001048712705
2016-11-21-04,2016-11-21,validation,4,21,8.0,0.23236196319018404
2016-11-21-04,2016-11-21,validation,4,22,2.0,0.19393319700068165
2016-11-21-04,2016-11-21,validation,4,23,15.0,0.3696432628947966
2016-11-21-04,2016-11-21,validation,4,24,8.0,0.3191036128152693
2016-11-21-04,2016-11-21,validation,4,25,25.0,0.3956100886162236
2016-11-21-04,2016-11-21,validation,4,26,17.0,0.2942780384137295
2016-11-21-04,2016-11-21,validation,4,27,28.0,0.3598938552926283
2016-11-21-04,2016-11-21,validation,4,28,31.0,0.4706554961848846
2016-11-21-04,2016-11-21,validation,4,29,17.0,0.3322907895264445
2016-11-21-05,2016-11-21,validation,5,0,3.0,0.38718473074301296
2016-11-21-05,2016-11-21,validation,5,1,5.0,0.2170415814587594
2016-11-21-05,2016-11-21,validation,5,2,3.0,0.16405362417632355
2016-11-21-05,2016-11-21,validation,5,3,1.0,0.11860940695296524
2016-11-21-05,2016-11-21,validation,5,4,5.0,0.32556237218813905
2016-11-21-05,2016-11-21,validation,5,5,1.0,0.12201772324471712
2016-11-21-05,2016-11-21,validation,5,6,9.0,0.2697114292206317
2016-11-21-05,2016-11-21,validation,5,7,8.0,0.30334014996591685
2016-11-21-05,2016-11-21,validation,5,8,2.0,0.15098841172460806
2016-11-21-05,2016-11-21,validation,5,9,6.0,0.1757555101113383
2016-11-21-05,2016-11-21,validation,5,10,5.0,0.2276755282890252
2016-11-21-05,2016-11-21,validation,5,11,12.0,0.23335605544194502
2016-11-21-05,2016-11-21,validation,5,12,4.0,0.20824812542603954
2016-11-21-05,2016-11-21,validation,5,13,8.0,0.24804021813224267
2016-11-21-05,2016-11-21,validation,5,14,22.0,0.2807523083596703
2016-11-21-05,2016-11-21,validation,5,15,8.0,0.21071915473755964
2016-11-21-05,2016-11-21,validation,5,16,12.0,0.2687457396046353
2016-11-21-05,2016-11-21,validation,5,17,4.0,0.2825494205862304
2016-11-21-05,2016-11-21,validation,5,18,3.0,0.17586912065439675
2016-11-21-05,2016-11-21,validation,5,19,20.0,0.3665644171779141
2016-11-21-05,2016-11-21,validation,5,20,14.0,0.3635699678644464
2016-11-21-05,2016-11-21,validation,5,21,7.0,0.3164865128055312
2016-11-21-05,2016-11-21,validation,5,22,5.0,0.2826175869120654
2016-11-21-05,2016-11-21,validation,5,23,19.0,0.4195099199942597
2016-11-21-05,2016-11-21,validation,5,24,5.0,0.20286298568507158
2016-11-21-05,2016-11-21,validation,5,25,12.0,0.41030447625539646
2016-11-21-05,2016-11-21,validation,5,26,10.0,0.5032038173142468
2016-11-21-05,2016-11-21,validation,5,27,32.0,0.32400306748466257
2016-11-21-05,2016-11-21,validation,5,28,41.0,0.4133705754235456
2016-11-21-05,2016-11-21,validation,5,29,14.0,0.44882656539098253
2016-11-21-06,2016-11-21,validation,6,0,9.0,0.29887146860561997
2016-11-21-06,2016-11-21,validation,6,1,3.0,0.30015905476028176
2016-11-21-06,2016-11-21,validation,6,2,5.0,0.18841172460804362
2016-11-21-06,2016-11-21,validation,6,3,8.0,0.271387184730743
2016-11-21-06,2016-11-21,validation,6,4,1.0,0.36537150647580097
2016-11-21-06,2016-11-21,validation,6,5,0.0,0.0
2016-11-21-06,2016-11-21,validation,6,6,5.0,0.3087934560327198
2016-11-21-06,2016-11-21,validation,6,7,8.0,0.2951601908657123
2016-11-21-06,2016-11-21,validation,6,8,2.0,0.2610770279481936
2016-11-21-06,2016-11-21,validation,6,9,6.0,0.20586230402181324
2016-11-21-06,2016-11-21,validation,6,10,3.0,0.43399227448307204
2016-11-21-06,2016-11-21,validation,6,11,9.0,0.30015905476028176
2016-11-21-06,2016-11-21,validation,6,12,4.0,0.16649625085207906
2016-11-21-06,2016-11-21,validation,6,13,7.0,0.32008959002824033
2016-11-21-06,2016-11-21,validation,6,14,21.0,0.3074625896711786
2016-11-21-06,2016-11-21,validation,6,15,7.0,0.3360599863667349
2016-11-21-06,2016-11-21,validation,6,16,19.0,0.31909015893517023
2016-11-21-06,2016-11-21,validation,6,17,6.0,0.2318791183821859
2016-11-21-06,2016-11-21,validation,6,18,3.0,0.20040899795501024
2016-11-21-06,2016-11-21,validation,6,19,25.0,0.4899522835719155
